max_min,final_initial,variance,IQR
0.0003980790228531872,0.0003917520279180797,1.734503434801493e-08,0.0002550471830812251
0.0001500931987068188,2.1535119566401528e-05,1.720750939876053e-09,5.310672851907561e-05
0.0002867575746300921,0.00024642322562690167,7.528259271634123e-09,0.0001593794243790747
0.00013217864592629525,0.00012869367135232013,1.068888930029262e-09,4.9132985699917864e-05
0.00015839487094987392,-0.0001198269119392914,2.087528071483876e-09,7.861906634987204e-05
0.00015068125418621348,-4.6185606005999524e-05,2.5024303952567405e-09,9.236122092168286e-05
6.132021083010697e-05,9.583669300511355e-06,3.107170527876346e-10,2.1773374820122093e-05
0.0006737226467087021,-0.0006737226467087021,3.463076907051074e-08,0.00013277716092666147
0.0009402655059546072,0.000629191574448601,1.1396001300356388e-07,0.0006365894537779249
0.0007613943946183921,-0.00026298096805749127,4.7908283604645015e-08,0.0003525858906577861
0.00045226691060129554,-0.0001528158491869991,1.837929869481753e-08,0.00021375046402480335
0.0007256253954152081,-6.715429017450925e-05,5.668134114762359e-08,0.0004553347042296485
0.0009430724594602924,0.0007033219502055876,7.646187487519881e-08,0.0003040624020687055
0.0001288465346642731,-9.714832133789209e-05,1.3586625291597061e-09,5.783625760891198e-05
0.00034990744993507183,0.00028822998379551823,1.5577791532101996e-08,0.0002238570433941156
0.00010302246031837492,6.307467734167904e-05,6.677470669504196e-10,3.4953378338087315e-05
0.00042839175276029873,0.00038616863620949404,2.155800786670189e-08,0.0002574451080457618
0.00016218099480300174,0.00010180463159600861,2.6019449345775026e-09,8.953933066729869e-05
0.00024197729606970086,-0.00020042170299841566,6.761919816019e-09,0.0001847092344819945
8.096904387769333e-05,2.2791484227208114e-05,4.514181795096643e-10,2.9074804800632847e-05
0.0001921387552769882,-5.70790980986835e-05,3.885189908664655e-09,0.00012759821387819947
0.00012145183628489709,-2.6261158269008655e-05,2.081135270254844e-09,9.613832107163711e-05
0.0002961712359233204,-0.00016944881412461754,5.5714481245593245e-09,8.815434870873551e-05
0.00026994263451479705,-0.00010389035093100185,6.851587009434883e-09,0.00011129981585691895
8.070955066460939e-05,-4.9985651678699505e-05,5.118518904024248e-10,2.9015465708034927e-05
0.00023465369494139743,5.995454891449814e-05,4.6965603846755414e-09,0.00010424324466840051
7.305435102100688e-05,6.634843759362186e-05,5.29491135543986e-10,4.4342621901449775e-05
0.012220085023716132,-0.012220085023716132,1.1586452297327542e-05,0.0038973002536640267
0.00111695934889941,-0.00111695934889941,9.537435342546358e-08,0.0005293981430010142
0.03368248249423317,-0.014839264723964796,0.00013882995097755856,0.0234955528843514
0.007653227896264214,-0.003692774464861215,4.467879082240196e-06,0.0028677338439964117
0.020011738345073304,-0.01289945521623681,3.913941608556492e-05,0.011933020261048533
0.040825059042176204,-0.0369991725524734,0.00027283522654825766,0.03626417905815171
0.03626678817366358,0.03417957056146789,0.00016221214553623095,0.02382028908584008
0.0320211680403637,0.022809254674860696,8.955556006768019e-05,0.01375094992798473
0.03820051599544011,0.03820051599544011,0.00017091718726835754,0.025888776252048162
0.0363455992532829,0.031007935900415007,0.00017440184901038538,0.026795018383864777
0.02719780013595799,0.017054415665978512,4.476041058185684e-05,0.006678952612944128
0.034477986239236896,0.0035743077902788967,0.000117343337071352,0.020270154742581675
0.002075262140119938,-0.002075262140119938,4.172544253007836e-07,0.0011245087182803482
0.0002765670622101868,0.00013271073865472882,1.0319877681534094e-08,0.00020058271867662292
0.31181522902051473,-0.2919395207640777,0.010049995994322361,0.1540546772792013
0.4184208831557257,0.4144882487933171,0.01573149817196049,0.2223405734369861
0.29670318425941117,0.2727906900664043,0.008410796478927583,0.11820893240523755
0.6508640989545638,-0.6404194634880152,0.05982798664770738,0.4859666836313271
0.013623168926703788,0.008486556774860043,2.0614804521331454e-05,0.0079801162770195
0.029691205931193565,-0.028804307677753382,0.00010184510991190853,0.018332710988676837
0.0005353208384185904,-0.0004608287585295967,1.2562720401439154e-08,0.00011142592462495826
0.00038839028474541015,8.417800855792246e-05,1.1025244766546485e-08,0.0001910782265857336
0.0007285123724201092,0.00025054959671649835,5.959024719120445e-08,0.0004826735030925289
0.0006945484334497098,-0.00037712458068520083,2.4086278651727287e-08,0.00021809015951845812
0.0007173091140287025,-6.416737837300346e-05,5.443225886196859e-08,0.00042291152532100695
